Gene stable ID	Gene stable ID version	Transcript stable ID	Transcript stable ID version	dN with Chicken	dS with Chicken
ENSTGUG00000009698	ENSTGUG00000009698.2	ENSTGUT00000035222	ENSTGUT00000035222.1	0.0875	0.7952
ENSTGUG00000009698	ENSTGUG00000009698.2	ENSTGUT00000032422	ENSTGUT00000032422.1	0.0875	0.7952
ENSTGUG00000009698	ENSTGUG00000009698.2	ENSTGUT00000042474	ENSTGUT00000042474.1	0.0875	0.7952
ENSTGUG00000009412	ENSTGUG00000009412.2	ENSTGUT00000009813	ENSTGUT00000009813.2	0.1863	0.7091
ENSTGUG00000006264	ENSTGUG00000006264.2	ENSTGUT00000044127	ENSTGUT00000044127.1	0.0221	0.4656
ENSTGUG00000006264	ENSTGUG00000006264.2	ENSTGUT00000006515	ENSTGUT00000006515.2	0.0221	0.4656
ENSTGUG00000017299	ENSTGUG00000017299.2	ENSTGUT00000017978	ENSTGUT00000017978.2	0.1327	0.5181
ENSTGUG00000017299	ENSTGUG00000017299.2	ENSTGUT00000021617	ENSTGUT00000021617.1	0.1327	0.5181
ENSTGUG00000017299	ENSTGUG00000017299.2	ENSTGUT00000021389	ENSTGUT00000021389.1	0.1327	0.5181
ENSTGUG00000029610	ENSTGUG00000029610.1	ENSTGUT00000034418	ENSTGUT00000034418.1		
ENSTGUG00000028611	ENSTGUG00000028611.1	ENSTGUT00000022349	ENSTGUT00000022349.1	0.2534	0.5129
ENSTGUG00000010495	ENSTGUG00000010495.2	ENSTGUT00000045182	ENSTGUT00000045182.1	0.0528	0.6004
ENSTGUG00000010495	ENSTGUG00000010495.2	ENSTGUT00000010953	ENSTGUT00000010953.2	0.0528	0.6004
ENSTGUG00000025471	ENSTGUG00000025471.1	ENSTGUT00000026921	ENSTGUT00000026921.1		
ENSTGUG00000020978	ENSTGUG00000020978.1	ENSTGUT00000040883	ENSTGUT00000040883.1	0.0281	0.4002
ENSTGUG00000020978	ENSTGUG00000020978.1	ENSTGUT00000027731	ENSTGUT00000027731.1	0.0281	0.4002
ENSTGUG00000020978	ENSTGUG00000020978.1	ENSTGUT00000030626	ENSTGUT00000030626.1	0.0281	0.4002
ENSTGUG00000020978	ENSTGUG00000020978.1	ENSTGUT00000037515	ENSTGUT00000037515.1	0.0281	0.4002
ENSTGUG00000022026	ENSTGUG00000022026.1	ENSTGUT00000029229	ENSTGUT00000029229.1	0.046	1.2537
ENSTGUG00000022026	ENSTGUG00000022026.1	ENSTGUT00000037329	ENSTGUT00000037329.1	0.046	1.2537
ENSTGUG00000022026	ENSTGUG00000022026.1	ENSTGUT00000042767	ENSTGUT00000042767.1	0.046	1.2537
ENSTGUG00000009730	ENSTGUG00000009730.2	ENSTGUT00000010141	ENSTGUT00000010141.2	0.0736	0.4735
ENSTGUG00000009730	ENSTGUG00000009730.2	ENSTGUT00000027272	ENSTGUT00000027272.1	0.0736	0.4735
ENSTGUG00000024289	ENSTGUG00000024289.1	ENSTGUT00000024416	ENSTGUT00000024416.1		
ENSTGUG00000006527	ENSTGUG00000006527.2	ENSTGUT00000006794	ENSTGUT00000006794.2	0.0547	0.9156
ENSTGUG00000006527	ENSTGUG00000006527.2	ENSTGUT00000023535	ENSTGUT00000023535.1	0.0547	0.9156
ENSTGUG00000006527	ENSTGUG00000006527.2	ENSTGUT00000046246	ENSTGUT00000046246.1	0.0547	0.9156
ENSTGUG00000006527	ENSTGUG00000006527.2	ENSTGUT00000042842	ENSTGUT00000042842.1	0.0547	0.9156
ENSTGUG00000020254	ENSTGUG00000020254.1	ENSTGUT00000021632	ENSTGUT00000021632.1		
ENSTGUG00000029512	ENSTGUG00000029512.1	ENSTGUT00000028812	ENSTGUT00000028812.1		
ENSTGUG00000022279	ENSTGUG00000022279.1	ENSTGUT00000031378	ENSTGUT00000031378.1		
ENSTGUG00000021736	ENSTGUG00000021736.1	ENSTGUT00000030010	ENSTGUT00000030010.1	0.0087	0.2043
ENSTGUG00000029573	ENSTGUG00000029573.1	ENSTGUT00000043759	ENSTGUT00000043759.1		
ENSTGUG00000004734	ENSTGUG00000004734.2	ENSTGUT00000004942	ENSTGUT00000004942.2	0.0417	0.4811
ENSTGUG00000010227	ENSTGUG00000010227.2	ENSTGUT00000010668	ENSTGUT00000010668.2	0.178	0.823
ENSTGUG00000020765	ENSTGUG00000020765.1	ENSTGUT00000029834	ENSTGUT00000029834.1		
ENSTGUG00000008045	ENSTGUG00000008045.2	ENSTGUT00000008382	ENSTGUT00000008382.2	0.0346	0.2882
ENSTGUG00000008045	ENSTGUG00000008045.2	ENSTGUT00000021369	ENSTGUT00000021369.1	0.0346	0.2882
ENSTGUG00000019969	ENSTGUG00000019969.1	ENSTGUT00000044138	ENSTGUT00000044138.1		
ENSTGUG00000023785	ENSTGUG00000023785.1	ENSTGUT00000042641	ENSTGUT00000042641.1	0.0983	0.6965
ENSTGUG00000009706	ENSTGUG00000009706.2	ENSTGUT00000023865	ENSTGUT00000023865.1	0.0734	0.5586
ENSTGUG00000009706	ENSTGUG00000009706.2	ENSTGUT00000010124	ENSTGUT00000010124.2	0.0734	0.5586
ENSTGUG00000009706	ENSTGUG00000009706.2	ENSTGUT00000036169	ENSTGUT00000036169.1	0.0734	0.5586
ENSTGUG00000002986	ENSTGUG00000002986.2	ENSTGUT00000039946	ENSTGUT00000039946.1	0.0238	0.6401
ENSTGUG00000002986	ENSTGUG00000002986.2	ENSTGUT00000030026	ENSTGUT00000030026.1	0.0238	0.6401
ENSTGUG00000002986	ENSTGUG00000002986.2	ENSTGUT00000040475	ENSTGUT00000040475.1	0.0238	0.6401
ENSTGUG00000002986	ENSTGUG00000002986.2	ENSTGUT00000003139	ENSTGUT00000003139.2	0.0238	0.6401
ENSTGUG00000010494	ENSTGUG00000010494.2	ENSTGUT00000010934	ENSTGUT00000010934.2	0.0849	1.4862
ENSTGUG00000019010	ENSTGUG00000019010.1	ENSTGUT00000027318	ENSTGUT00000027318.1		
ENSTGUG00000028175	ENSTGUG00000028175.1	ENSTGUT00000038818	ENSTGUT00000038818.1	0.1067	0.5198
ENSTGUG00000020993	ENSTGUG00000020993.1	ENSTGUT00000041347	ENSTGUT00000041347.1		
ENSTGUG00000021652	ENSTGUG00000021652.1	ENSTGUT00000042056	ENSTGUT00000042056.1		
ENSTGUG00000026781	ENSTGUG00000026781.1	ENSTGUT00000032462	ENSTGUT00000032462.1		
ENSTGUG00000011289	ENSTGUG00000011289.2	ENSTGUT00000027126	ENSTGUT00000027126.1	0.111	0.2916
ENSTGUG00000011289	ENSTGUG00000011289.2	ENSTGUT00000043146	ENSTGUT00000043146.1	0.111	0.2916
ENSTGUG00000011289	ENSTGUG00000011289.2	ENSTGUT00000043302	ENSTGUT00000043302.1	0.111	0.2916
ENSTGUG00000011289	ENSTGUG00000011289.2	ENSTGUT00000011773	ENSTGUT00000011773.2	0.111	0.2916
ENSTGUG00000022856	ENSTGUG00000022856.1	ENSTGUT00000024652	ENSTGUT00000024652.1		
ENSTGUG00000021884	ENSTGUG00000021884.1	ENSTGUT00000038579	ENSTGUT00000038579.1	0.383	1.641
ENSTGUG00000021884	ENSTGUG00000021884.1	ENSTGUT00000038579	ENSTGUT00000038579.1	0.3839	1.7508
ENSTGUG00000021884	ENSTGUG00000021884.1	ENSTGUT00000040038	ENSTGUT00000040038.1	0.383	1.641
ENSTGUG00000021884	ENSTGUG00000021884.1	ENSTGUT00000040038	ENSTGUT00000040038.1	0.3839	1.7508
ENSTGUG00000021884	ENSTGUG00000021884.1	ENSTGUT00000017427	ENSTGUT00000017427.2	0.383	1.641
ENSTGUG00000021884	ENSTGUG00000021884.1	ENSTGUT00000017427	ENSTGUT00000017427.2	0.3839	1.7508
ENSTGUG00000029118	ENSTGUG00000029118.1	ENSTGUT00000037525	ENSTGUT00000037525.1		
ENSTGUG00000024211	ENSTGUG00000024211.1	ENSTGUT00000035127	ENSTGUT00000035127.1		
ENSTGUG00000009734	ENSTGUG00000009734.2	ENSTGUT00000010241	ENSTGUT00000010241.2		
ENSTGUG00000026461	ENSTGUG00000026461.1	ENSTGUT00000043009	ENSTGUT00000043009.1		
ENSTGUG00000010490	ENSTGUG00000010490.2	ENSTGUT00000039364	ENSTGUT00000039364.1	0.1483	0.8488
ENSTGUG00000010490	ENSTGUG00000010490.2	ENSTGUT00000010933	ENSTGUT00000010933.2	0.1483	0.8488
ENSTGUG00000008031	ENSTGUG00000008031.2	ENSTGUT00000008368	ENSTGUT00000008368.2	0.0304	0.4396
ENSTGUG00000017294	ENSTGUG00000017294.2	ENSTGUT00000017975	ENSTGUT00000017975.2	0.1675	97.823
ENSTGUG00000026128	ENSTGUG00000026128.1	ENSTGUT00000039046	ENSTGUT00000039046.1		
ENSTGUG00000019536	ENSTGUG00000019536.1	ENSTGUT00000039583	ENSTGUT00000039583.1	0.2025	1.0706
ENSTGUG00000019536	ENSTGUG00000019536.1	ENSTGUT00000039583	ENSTGUT00000039583.1	0.1675	0.9777
ENSTGUG00000019536	ENSTGUG00000019536.1	ENSTGUT00000039583	ENSTGUT00000039583.1	0.1798	0.9692
ENSTGUG00000019536	ENSTGUG00000019536.1	ENSTGUT00000039583	ENSTGUT00000039583.1	0.1215	0.9475
ENSTGUG00000019536	ENSTGUG00000019536.1	ENSTGUT00000039583	ENSTGUT00000039583.1	0.2162	1.2036
ENSTGUG00000019536	ENSTGUG00000019536.1	ENSTGUT00000039583	ENSTGUT00000039583.1	0.1623	1.0233
ENSTGUG00000019536	ENSTGUG00000019536.1	ENSTGUT00000039583	ENSTGUT00000039583.1	0.2421	1.4275
ENSTGUG00000019536	ENSTGUG00000019536.1	ENSTGUT00000039583	ENSTGUT00000039583.1	0.1501	0.9355
ENSTGUG00000019536	ENSTGUG00000019536.1	ENSTGUT00000039583	ENSTGUT00000039583.1	0.1553	0.8306
ENSTGUG00000019536	ENSTGUG00000019536.1	ENSTGUT00000039583	ENSTGUT00000039583.1	0.17	0.9297
ENSTGUG00000019536	ENSTGUG00000019536.1	ENSTGUT00000039583	ENSTGUT00000039583.1	0.1274	1.0288
ENSTGUG00000019536	ENSTGUG00000019536.1	ENSTGUT00000039583	ENSTGUT00000039583.1	0.1778	0.8676
ENSTGUG00000019536	ENSTGUG00000019536.1	ENSTGUT00000039583	ENSTGUT00000039583.1	0.1951	1.0455
ENSTGUG00000019536	ENSTGUG00000019536.1	ENSTGUT00000039583	ENSTGUT00000039583.1	0.1299	1.0194
ENSTGUG00000019536	ENSTGUG00000019536.1	ENSTGUT00000040601	ENSTGUT00000040601.1	0.2025	1.0706
ENSTGUG00000019536	ENSTGUG00000019536.1	ENSTGUT00000040601	ENSTGUT00000040601.1	0.1675	0.9777
ENSTGUG00000019536	ENSTGUG00000019536.1	ENSTGUT00000040601	ENSTGUT00000040601.1	0.1798	0.9692
ENSTGUG00000019536	ENSTGUG00000019536.1	ENSTGUT00000040601	ENSTGUT00000040601.1	0.1215	0.9475
ENSTGUG00000019536	ENSTGUG00000019536.1	ENSTGUT00000040601	ENSTGUT00000040601.1	0.2162	1.2036
ENSTGUG00000019536	ENSTGUG00000019536.1	ENSTGUT00000040601	ENSTGUT00000040601.1	0.1623	1.0233
ENSTGUG00000019536	ENSTGUG00000019536.1	ENSTGUT00000040601	ENSTGUT00000040601.1	0.2421	1.4275
ENSTGUG00000019536	ENSTGUG00000019536.1	ENSTGUT00000040601	ENSTGUT00000040601.1	0.1501	0.9355
ENSTGUG00000019536	ENSTGUG00000019536.1	ENSTGUT00000040601	ENSTGUT00000040601.1	0.1553	0.8306
ENSTGUG00000019536	ENSTGUG00000019536.1	ENSTGUT00000040601	ENSTGUT00000040601.1	0.17	0.9297
ENSTGUG00000019536	ENSTGUG00000019536.1	ENSTGUT00000040601	ENSTGUT00000040601.1	0.1274	1.0288
ENSTGUG00000019536	ENSTGUG00000019536.1	ENSTGUT00000040601	ENSTGUT00000040601.1	0.1778	0.8676
ENSTGUG00000019536	ENSTGUG00000019536.1	ENSTGUT00000040601	ENSTGUT00000040601.1	0.1951	1.0455
ENSTGUG00000019536	ENSTGUG00000019536.1	ENSTGUT00000040601	ENSTGUT00000040601.1	0.1299	1.0194
ENSTGUG00000019536	ENSTGUG00000019536.1	ENSTGUT00000032440	ENSTGUT00000032440.1	0.2025	1.0706
ENSTGUG00000019536	ENSTGUG00000019536.1	ENSTGUT00000032440	ENSTGUT00000032440.1	0.1675	0.9777
ENSTGUG00000019536	ENSTGUG00000019536.1	ENSTGUT00000032440	ENSTGUT00000032440.1	0.1798	0.9692
ENSTGUG00000019536	ENSTGUG00000019536.1	ENSTGUT00000032440	ENSTGUT00000032440.1	0.1215	0.9475
ENSTGUG00000019536	ENSTGUG00000019536.1	ENSTGUT00000032440	ENSTGUT00000032440.1	0.2162	1.2036
ENSTGUG00000019536	ENSTGUG00000019536.1	ENSTGUT00000032440	ENSTGUT00000032440.1	0.1623	1.0233
ENSTGUG00000019536	ENSTGUG00000019536.1	ENSTGUT00000032440	ENSTGUT00000032440.1	0.2421	1.4275
ENSTGUG00000019536	ENSTGUG00000019536.1	ENSTGUT00000032440	ENSTGUT00000032440.1	0.1501	0.9355
ENSTGUG00000019536	ENSTGUG00000019536.1	ENSTGUT00000032440	ENSTGUT00000032440.1	0.1553	0.8306
ENSTGUG00000019536	ENSTGUG00000019536.1	ENSTGUT00000032440	ENSTGUT00000032440.1	0.17	0.9297
ENSTGUG00000019536	ENSTGUG00000019536.1	ENSTGUT00000032440	ENSTGUT00000032440.1	0.1274	1.0288
ENSTGUG00000019536	ENSTGUG00000019536.1	ENSTGUT00000032440	ENSTGUT00000032440.1	0.1778	0.8676
ENSTGUG00000019536	ENSTGUG00000019536.1	ENSTGUT00000032440	ENSTGUT00000032440.1	0.1951	1.0455
ENSTGUG00000019536	ENSTGUG00000019536.1	ENSTGUT00000032440	ENSTGUT00000032440.1	0.1299	1.0194
ENSTGUG00000019536	ENSTGUG00000019536.1	ENSTGUT00000022015	ENSTGUT00000022015.1	0.2025	1.0706
ENSTGUG00000019536	ENSTGUG00000019536.1	ENSTGUT00000022015	ENSTGUT00000022015.1	0.1675	0.9777
ENSTGUG00000019536	ENSTGUG00000019536.1	ENSTGUT00000022015	ENSTGUT00000022015.1	0.1798	0.9692
ENSTGUG00000019536	ENSTGUG00000019536.1	ENSTGUT00000022015	ENSTGUT00000022015.1	0.1215	0.9475
ENSTGUG00000019536	ENSTGUG00000019536.1	ENSTGUT00000022015	ENSTGUT00000022015.1	0.2162	1.2036
ENSTGUG00000019536	ENSTGUG00000019536.1	ENSTGUT00000022015	ENSTGUT00000022015.1	0.1623	1.0233
ENSTGUG00000019536	ENSTGUG00000019536.1	ENSTGUT00000022015	ENSTGUT00000022015.1	0.2421	1.4275
ENSTGUG00000019536	ENSTGUG00000019536.1	ENSTGUT00000022015	ENSTGUT00000022015.1	0.1501	0.9355
ENSTGUG00000019536	ENSTGUG00000019536.1	ENSTGUT00000022015	ENSTGUT00000022015.1	0.1553	0.8306
ENSTGUG00000019536	ENSTGUG00000019536.1	ENSTGUT00000022015	ENSTGUT00000022015.1	0.17	0.9297
ENSTGUG00000019536	ENSTGUG00000019536.1	ENSTGUT00000022015	ENSTGUT00000022015.1	0.1274	1.0288
ENSTGUG00000019536	ENSTGUG00000019536.1	ENSTGUT00000022015	ENSTGUT00000022015.1	0.1778	0.8676
ENSTGUG00000019536	ENSTGUG00000019536.1	ENSTGUT00000022015	ENSTGUT00000022015.1	0.1951	1.0455
ENSTGUG00000019536	ENSTGUG00000019536.1	ENSTGUT00000022015	ENSTGUT00000022015.1	0.1299	1.0194
ENSTGUG00000019536	ENSTGUG00000019536.1	ENSTGUT00000035689	ENSTGUT00000035689.1	0.2025	1.0706
ENSTGUG00000019536	ENSTGUG00000019536.1	ENSTGUT00000035689	ENSTGUT00000035689.1	0.1675	0.9777
ENSTGUG00000019536	ENSTGUG00000019536.1	ENSTGUT00000035689	ENSTGUT00000035689.1	0.1798	0.9692
ENSTGUG00000019536	ENSTGUG00000019536.1	ENSTGUT00000035689	ENSTGUT00000035689.1	0.1215	0.9475
ENSTGUG00000019536	ENSTGUG00000019536.1	ENSTGUT00000035689	ENSTGUT00000035689.1	0.2162	1.2036
ENSTGUG00000019536	ENSTGUG00000019536.1	ENSTGUT00000035689	ENSTGUT00000035689.1	0.1623	1.0233
ENSTGUG00000019536	ENSTGUG00000019536.1	ENSTGUT00000035689	ENSTGUT00000035689.1	0.2421	1.4275
ENSTGUG00000019536	ENSTGUG00000019536.1	ENSTGUT00000035689	ENSTGUT00000035689.1	0.1501	0.9355
ENSTGUG00000019536	ENSTGUG00000019536.1	ENSTGUT00000035689	ENSTGUT00000035689.1	0.1553	0.8306
ENSTGUG00000019536	ENSTGUG00000019536.1	ENSTGUT00000035689	ENSTGUT00000035689.1	0.17	0.9297
ENSTGUG00000019536	ENSTGUG00000019536.1	ENSTGUT00000035689	ENSTGUT00000035689.1	0.1274	1.0288
ENSTGUG00000019536	ENSTGUG00000019536.1	ENSTGUT00000035689	ENSTGUT00000035689.1	0.1778	0.8676
ENSTGUG00000019536	ENSTGUG00000019536.1	ENSTGUT00000035689	ENSTGUT00000035689.1	0.1951	1.0455
ENSTGUG00000019536	ENSTGUG00000019536.1	ENSTGUT00000035689	ENSTGUT00000035689.1	0.1299	1.0194
ENSTGUG00000019536	ENSTGUG00000019536.1	ENSTGUT00000031953	ENSTGUT00000031953.1	0.2025	1.0706
ENSTGUG00000019536	ENSTGUG00000019536.1	ENSTGUT00000031953	ENSTGUT00000031953.1	0.1675	0.9777
ENSTGUG00000019536	ENSTGUG00000019536.1	ENSTGUT00000031953	ENSTGUT00000031953.1	0.1798	0.9692
ENSTGUG00000019536	ENSTGUG00000019536.1	ENSTGUT00000031953	ENSTGUT00000031953.1	0.1215	0.9475
ENSTGUG00000019536	ENSTGUG00000019536.1	ENSTGUT00000031953	ENSTGUT00000031953.1	0.2162	1.2036
ENSTGUG00000019536	ENSTGUG00000019536.1	ENSTGUT00000031953	ENSTGUT00000031953.1	0.1623	1.0233
ENSTGUG00000019536	ENSTGUG00000019536.1	ENSTGUT00000031953	ENSTGUT00000031953.1	0.2421	1.4275
ENSTGUG00000019536	ENSTGUG00000019536.1	ENSTGUT00000031953	ENSTGUT00000031953.1	0.1501	0.9355
ENSTGUG00000019536	ENSTGUG00000019536.1	ENSTGUT00000031953	ENSTGUT00000031953.1	0.1553	0.8306
ENSTGUG00000019536	ENSTGUG00000019536.1	ENSTGUT00000031953	ENSTGUT00000031953.1	0.17	0.9297
ENSTGUG00000019536	ENSTGUG00000019536.1	ENSTGUT00000031953	ENSTGUT00000031953.1	0.1274	1.0288
ENSTGUG00000019536	ENSTGUG00000019536.1	ENSTGUT00000031953	ENSTGUT00000031953.1	0.1778	0.8676
ENSTGUG00000019536	ENSTGUG00000019536.1	ENSTGUT00000031953	ENSTGUT00000031953.1	0.1951	1.0455
ENSTGUG00000019536	ENSTGUG00000019536.1	ENSTGUT00000031953	ENSTGUT00000031953.1	0.1299	1.0194
ENSTGUG00000019536	ENSTGUG00000019536.1	ENSTGUT00000023310	ENSTGUT00000023310.1	0.2025	1.0706
ENSTGUG00000019536	ENSTGUG00000019536.1	ENSTGUT00000023310	ENSTGUT00000023310.1	0.1675	0.9777
ENSTGUG00000019536	ENSTGUG00000019536.1	ENSTGUT00000023310	ENSTGUT00000023310.1	0.1798	0.9692
ENSTGUG00000019536	ENSTGUG00000019536.1	ENSTGUT00000023310	ENSTGUT00000023310.1	0.1215	0.9475
ENSTGUG00000019536	ENSTGUG00000019536.1	ENSTGUT00000023310	ENSTGUT00000023310.1	0.2162	1.2036
ENSTGUG00000019536	ENSTGUG00000019536.1	ENSTGUT00000023310	ENSTGUT00000023310.1	0.1623	1.0233
ENSTGUG00000019536	ENSTGUG00000019536.1	ENSTGUT00000023310	ENSTGUT00000023310.1	0.2421	1.4275
ENSTGUG00000019536	ENSTGUG00000019536.1	ENSTGUT00000023310	ENSTGUT00000023310.1	0.1501	0.9355
ENSTGUG00000019536	ENSTGUG00000019536.1	ENSTGUT00000023310	ENSTGUT00000023310.1	0.1553	0.8306
ENSTGUG00000019536	ENSTGUG00000019536.1	ENSTGUT00000023310	ENSTGUT00000023310.1	0.17	0.9297
ENSTGUG00000019536	ENSTGUG00000019536.1	ENSTGUT00000023310	ENSTGUT00000023310.1	0.1274	1.0288
ENSTGUG00000019536	ENSTGUG00000019536.1	ENSTGUT00000023310	ENSTGUT00000023310.1	0.1778	0.8676
ENSTGUG00000019536	ENSTGUG00000019536.1	ENSTGUT00000023310	ENSTGUT00000023310.1	0.1951	1.0455
ENSTGUG00000019536	ENSTGUG00000019536.1	ENSTGUT00000023310	ENSTGUT00000023310.1	0.1299	1.0194
ENSTGUG00000019536	ENSTGUG00000019536.1	ENSTGUT00000001791	ENSTGUT00000001791.2	0.2025	1.0706
ENSTGUG00000019536	ENSTGUG00000019536.1	ENSTGUT00000001791	ENSTGUT00000001791.2	0.1675	0.9777
ENSTGUG00000019536	ENSTGUG00000019536.1	ENSTGUT00000001791	ENSTGUT00000001791.2	0.1798	0.9692
ENSTGUG00000019536	ENSTGUG00000019536.1	ENSTGUT00000001791	ENSTGUT00000001791.2	0.1215	0.9475
ENSTGUG00000019536	ENSTGUG00000019536.1	ENSTGUT00000001791	ENSTGUT00000001791.2	0.2162	1.2036
ENSTGUG00000019536	ENSTGUG00000019536.1	ENSTGUT00000001791	ENSTGUT00000001791.2	0.1623	1.0233
ENSTGUG00000019536	ENSTGUG00000019536.1	ENSTGUT00000001791	ENSTGUT00000001791.2	0.2421	1.4275
ENSTGUG00000019536	ENSTGUG00000019536.1	ENSTGUT00000001791	ENSTGUT00000001791.2	0.1501	0.9355
ENSTGUG00000019536	ENSTGUG00000019536.1	ENSTGUT00000001791	ENSTGUT00000001791.2	0.1553	0.8306
ENSTGUG00000019536	ENSTGUG00000019536.1	ENSTGUT00000001791	ENSTGUT00000001791.2	0.17	0.9297
ENSTGUG00000019536	ENSTGUG00000019536.1	ENSTGUT00000001791	ENSTGUT00000001791.2	0.1274	1.0288
ENSTGUG00000019536	ENSTGUG00000019536.1	ENSTGUT00000001791	ENSTGUT00000001791.2	0.1778	0.8676
ENSTGUG00000019536	ENSTGUG00000019536.1	ENSTGUT00000001791	ENSTGUT00000001791.2	0.1951	1.0455
ENSTGUG00000019536	ENSTGUG00000019536.1	ENSTGUT00000001791	ENSTGUT00000001791.2	0.1299	1.0194
ENSTGUG00000019536	ENSTGUG00000019536.1	ENSTGUT00000037625	ENSTGUT00000037625.1	0.2025	1.0706
ENSTGUG00000019536	ENSTGUG00000019536.1	ENSTGUT00000037625	ENSTGUT00000037625.1	0.1675	0.9777
ENSTGUG00000019536	ENSTGUG00000019536.1	ENSTGUT00000037625	ENSTGUT00000037625.1	0.1798	0.9692
ENSTGUG00000019536	ENSTGUG00000019536.1	ENSTGUT00000037625	ENSTGUT00000037625.1	0.1215	0.9475
ENSTGUG00000019536	ENSTGUG00000019536.1	ENSTGUT00000037625	ENSTGUT00000037625.1	0.2162	1.2036
ENSTGUG00000019536	ENSTGUG00000019536.1	ENSTGUT00000037625	ENSTGUT00000037625.1	0.1623	1.0233
ENSTGUG00000019536	ENSTGUG00000019536.1	ENSTGUT00000037625	ENSTGUT00000037625.1	0.2421	1.4275
ENSTGUG00000019536	ENSTGUG00000019536.1	ENSTGUT00000037625	ENSTGUT00000037625.1	0.1501	0.9355
ENSTGUG00000019536	ENSTGUG00000019536.1	ENSTGUT00000037625	ENSTGUT00000037625.1	0.1553	0.8306
ENSTGUG00000019536	ENSTGUG00000019536.1	ENSTGUT00000037625	ENSTGUT00000037625.1	0.17	0.9297
ENSTGUG00000019536	ENSTGUG00000019536.1	ENSTGUT00000037625	ENSTGUT00000037625.1	0.1274	1.0288
ENSTGUG00000019536	ENSTGUG00000019536.1	ENSTGUT00000037625	ENSTGUT00000037625.1	0.1778	0.8676
ENSTGUG00000019536	ENSTGUG00000019536.1	ENSTGUT00000037625	ENSTGUT00000037625.1	0.1951	1.0455
ENSTGUG00000019536	ENSTGUG00000019536.1	ENSTGUT00000037625	ENSTGUT00000037625.1	0.1299	1.0194
ENSTGUG00000019536	ENSTGUG00000019536.1	ENSTGUT00000032097	ENSTGUT00000032097.1	0.2025	1.0706
ENSTGUG00000019536	ENSTGUG00000019536.1	ENSTGUT00000032097	ENSTGUT00000032097.1	0.1675	0.9777
ENSTGUG00000019536	ENSTGUG00000019536.1	ENSTGUT00000032097	ENSTGUT00000032097.1	0.1798	0.9692
ENSTGUG00000019536	ENSTGUG00000019536.1	ENSTGUT00000032097	ENSTGUT00000032097.1	0.1215	0.9475
ENSTGUG00000019536	ENSTGUG00000019536.1	ENSTGUT00000032097	ENSTGUT00000032097.1	0.2162	1.2036
ENSTGUG00000019536	ENSTGUG00000019536.1	ENSTGUT00000032097	ENSTGUT00000032097.1	0.1623	1.0233
ENSTGUG00000019536	ENSTGUG00000019536.1	ENSTGUT00000032097	ENSTGUT00000032097.1	0.2421	1.4275
ENSTGUG00000019536	ENSTGUG00000019536.1	ENSTGUT00000032097	ENSTGUT00000032097.1	0.1501	0.9355
ENSTGUG00000019536	ENSTGUG00000019536.1	ENSTGUT00000032097	ENSTGUT00000032097.1	0.1553	0.8306
ENSTGUG00000019536	ENSTGUG00000019536.1	ENSTGUT00000032097	ENSTGUT00000032097.1	0.17	0.9297
ENSTGUG00000019536	ENSTGUG00000019536.1	ENSTGUT00000032097	ENSTGUT00000032097.1	0.1274	1.0288
ENSTGUG00000019536	ENSTGUG00000019536.1	ENSTGUT00000032097	ENSTGUT00000032097.1	0.1778	0.8676
ENSTGUG00000019536	ENSTGUG00000019536.1	ENSTGUT00000032097	ENSTGUT00000032097.1	0.1951	1.0455
ENSTGUG00000019536	ENSTGUG00000019536.1	ENSTGUT00000032097	ENSTGUT00000032097.1	0.1299	1.0194
ENSTGUG00000004871	ENSTGUG00000004871.2	ENSTGUT00000005065	ENSTGUT00000005065.2		
ENSTGUG00000006140	ENSTGUG00000006140.2	ENSTGUT00000006484	ENSTGUT00000006484.2	0.1154	0.4304
ENSTGUG00000025705	ENSTGUG00000025705.1	ENSTGUT00000031039	ENSTGUT00000031039.1		
ENSTGUG00000025705	ENSTGUG00000025705.1	ENSTGUT00000020306	ENSTGUT00000020306.1		
ENSTGUG00000025705	ENSTGUG00000025705.1	ENSTGUT00000027870	ENSTGUT00000027870.1		
ENSTGUG00000025705	ENSTGUG00000025705.1	ENSTGUT00000029826	ENSTGUT00000029826.1		
ENSTGUG00000025705	ENSTGUG00000025705.1	ENSTGUT00000034511	ENSTGUT00000034511.1		
ENSTGUG00000029472	ENSTGUG00000029472.1	ENSTGUT00000026324	ENSTGUT00000026324.1		
ENSTGUG00000007782	ENSTGUG00000007782.2	ENSTGUT00000031587	ENSTGUT00000031587.1	0.0524	0.8432
ENSTGUG00000007782	ENSTGUG00000007782.2	ENSTGUT00000008121	ENSTGUT00000008121.2	0.0524	0.8432
ENSTGUG00000027274	ENSTGUG00000027274.1	ENSTGUT00000042624	ENSTGUT00000042624.1		
ENSTGUG00000019028	ENSTGUG00000019028.1	ENSTGUT00000031491	ENSTGUT00000031491.1	0.0122	0.8136
ENSTGUG00000028270	ENSTGUG00000028270.1	ENSTGUT00000020958	ENSTGUT00000020958.1		
ENSTGUG00000006555	ENSTGUG00000006555.2	ENSTGUT00000006804	ENSTGUT00000006804.2	0.127	0.674
ENSTGUG00000022235	ENSTGUG00000022235.1	ENSTGUT00000031101	ENSTGUT00000031101.1		
ENSTGUG00000023898	ENSTGUG00000023898.1	ENSTGUT00000027761	ENSTGUT00000027761.1		
