Gene stable ID	Gene stable ID version	Transcript stable ID	Transcript stable ID version	dN with Rat	dS with Rat
ENSMUSG00000104931	ENSMUSG00000104931.1	ENSMUST00000200635	ENSMUST00000200635.1		
ENSMUSG00000118635	ENSMUSG00000118635.1	ENSMUST00000239381	ENSMUST00000239381.1		
ENSMUSG00000105620	ENSMUSG00000105620.1	ENSMUST00000200089	ENSMUST00000200089.1		
ENSMUSG00000115694	ENSMUSG00000115694.1	ENSMUST00000228032	ENSMUST00000228032.1		
ENSMUSG00000093502	ENSMUSG00000093502.2	ENSMUST00000176749	ENSMUST00000176749.2		
ENSMUSG00000087335	ENSMUSG00000087335.2	ENSMUST00000144718	ENSMUST00000144718.2		
ENSMUSG00000108758	ENSMUSG00000108758.1	ENSMUST00000205290	ENSMUST00000205290.1		
ENSMUSG00000105771	ENSMUSG00000105771.1	ENSMUST00000196567	ENSMUST00000196567.1		
ENSMUSG00000086081	ENSMUSG00000086081.4	ENSMUST00000148147	ENSMUST00000148147.1		
ENSMUSG00000081612	ENSMUSG00000081612.1	ENSMUST00000122043	ENSMUST00000122043.1		
ENSMUSG00000093490	ENSMUSG00000093490.2	ENSMUST00000177033	ENSMUST00000177033.2		
ENSMUSG00000106244	ENSMUSG00000106244.1	ENSMUST00000198771	ENSMUST00000198771.1		
ENSMUSG00000096336	ENSMUSG00000096336.2	ENSMUST00000103303	ENSMUST00000103303.2		
ENSMUSG00000105922	ENSMUSG00000105922.1	ENSMUST00000198576	ENSMUST00000198576.1		
ENSMUSG00000105958	ENSMUSG00000105958.1	ENSMUST00000198036	ENSMUST00000198036.1		
ENSMUSG00000094880	ENSMUSG00000094880.1	ENSMUST00000180289	ENSMUST00000180289.1		
ENSMUSG00000028645	ENSMUSG00000028645.11	ENSMUST00000030398	ENSMUST00000030398.9	0.0046	0.1912
ENSMUSG00000028645	ENSMUSG00000028645.11	ENSMUST00000134105	ENSMUST00000134105.7	0.0046	0.1912
ENSMUSG00000028645	ENSMUSG00000028645.11	ENSMUST00000144329	ENSMUST00000144329.7	0.0046	0.1912
ENSMUSG00000028645	ENSMUSG00000028645.11	ENSMUST00000208090	ENSMUST00000208090.1	0.0046	0.1912
ENSMUSG00000028645	ENSMUSG00000028645.11	ENSMUST00000174372	ENSMUST00000174372.2	0.0046	0.1912
ENSMUSG00000105700	ENSMUSG00000105700.1	ENSMUST00000199945	ENSMUST00000199945.1		
ENSMUSG00000106579	ENSMUSG00000106579.1	ENSMUST00000198342	ENSMUST00000198342.1		
ENSMUSG00000095195	ENSMUSG00000095195.7	ENSMUST00000178728	ENSMUST00000178728.1	0.6471	0.9723
ENSMUSG00000095195	ENSMUSG00000095195.7	ENSMUST00000178728	ENSMUST00000178728.1		
ENSMUSG00000095195	ENSMUSG00000095195.7	ENSMUST00000178728	ENSMUST00000178728.1		
ENSMUSG00000095195	ENSMUSG00000095195.7	ENSMUST00000178728	ENSMUST00000178728.1	0.6527	0.9687
ENSMUSG00000095195	ENSMUSG00000095195.7	ENSMUST00000178728	ENSMUST00000178728.1	0.4049	0.4757
ENSMUSG00000095195	ENSMUSG00000095195.7	ENSMUST00000178728	ENSMUST00000178728.1	0.631	0.8848
ENSMUSG00000095195	ENSMUSG00000095195.7	ENSMUST00000178728	ENSMUST00000178728.1		
ENSMUSG00000095195	ENSMUSG00000095195.7	ENSMUST00000178728	ENSMUST00000178728.1	0.5831	0.7667
ENSMUSG00000095195	ENSMUSG00000095195.7	ENSMUST00000178728	ENSMUST00000178728.1		
ENSMUSG00000095195	ENSMUSG00000095195.7	ENSMUST00000178728	ENSMUST00000178728.1		
ENSMUSG00000095195	ENSMUSG00000095195.7	ENSMUST00000178728	ENSMUST00000178728.1	0.5831	0.7667
ENSMUSG00000095195	ENSMUSG00000095195.7	ENSMUST00000178728	ENSMUST00000178728.1	0.7217	0.9696
ENSMUSG00000095195	ENSMUSG00000095195.7	ENSMUST00000178728	ENSMUST00000178728.1		
ENSMUSG00000095195	ENSMUSG00000095195.7	ENSMUST00000178728	ENSMUST00000178728.1	0.6471	0.9723
ENSMUSG00000095195	ENSMUSG00000095195.7	ENSMUST00000178728	ENSMUST00000178728.1		
ENSMUSG00000095195	ENSMUSG00000095195.7	ENSMUST00000178728	ENSMUST00000178728.1	0.5164	0.9613
ENSMUSG00000095195	ENSMUSG00000095195.7	ENSMUST00000178728	ENSMUST00000178728.1	0.5831	0.7667
ENSMUSG00000095195	ENSMUSG00000095195.7	ENSMUST00000178728	ENSMUST00000178728.1		
ENSMUSG00000095195	ENSMUSG00000095195.7	ENSMUST00000178728	ENSMUST00000178728.1	0.553	0.8216
ENSMUSG00000095195	ENSMUSG00000095195.7	ENSMUST00000178728	ENSMUST00000178728.1	0.5786	0.7735
ENSMUSG00000095195	ENSMUSG00000095195.7	ENSMUST00000178728	ENSMUST00000178728.1	0.782	0.863
ENSMUSG00000095195	ENSMUSG00000095195.7	ENSMUST00000178728	ENSMUST00000178728.1	0.6169	0.7562
ENSMUSG00000095195	ENSMUSG00000095195.7	ENSMUST00000178060	ENSMUST00000178060.7	0.6471	0.9723
ENSMUSG00000095195	ENSMUSG00000095195.7	ENSMUST00000178060	ENSMUST00000178060.7		
ENSMUSG00000095195	ENSMUSG00000095195.7	ENSMUST00000178060	ENSMUST00000178060.7		
ENSMUSG00000095195	ENSMUSG00000095195.7	ENSMUST00000178060	ENSMUST00000178060.7	0.6527	0.9687
ENSMUSG00000095195	ENSMUSG00000095195.7	ENSMUST00000178060	ENSMUST00000178060.7	0.4049	0.4757
ENSMUSG00000095195	ENSMUSG00000095195.7	ENSMUST00000178060	ENSMUST00000178060.7	0.631	0.8848
ENSMUSG00000095195	ENSMUSG00000095195.7	ENSMUST00000178060	ENSMUST00000178060.7		
ENSMUSG00000095195	ENSMUSG00000095195.7	ENSMUST00000178060	ENSMUST00000178060.7	0.5831	0.7667
ENSMUSG00000095195	ENSMUSG00000095195.7	ENSMUST00000178060	ENSMUST00000178060.7		
ENSMUSG00000095195	ENSMUSG00000095195.7	ENSMUST00000178060	ENSMUST00000178060.7		
ENSMUSG00000095195	ENSMUSG00000095195.7	ENSMUST00000178060	ENSMUST00000178060.7	0.5831	0.7667
ENSMUSG00000095195	ENSMUSG00000095195.7	ENSMUST00000178060	ENSMUST00000178060.7	0.7217	0.9696
ENSMUSG00000095195	ENSMUSG00000095195.7	ENSMUST00000178060	ENSMUST00000178060.7		
ENSMUSG00000095195	ENSMUSG00000095195.7	ENSMUST00000178060	ENSMUST00000178060.7	0.6471	0.9723
ENSMUSG00000095195	ENSMUSG00000095195.7	ENSMUST00000178060	ENSMUST00000178060.7		
ENSMUSG00000095195	ENSMUSG00000095195.7	ENSMUST00000178060	ENSMUST00000178060.7	0.5164	0.9613
ENSMUSG00000095195	ENSMUSG00000095195.7	ENSMUST00000178060	ENSMUST00000178060.7	0.5831	0.7667
ENSMUSG00000095195	ENSMUSG00000095195.7	ENSMUST00000178060	ENSMUST00000178060.7		
ENSMUSG00000095195	ENSMUSG00000095195.7	ENSMUST00000178060	ENSMUST00000178060.7	0.553	0.8216
ENSMUSG00000095195	ENSMUSG00000095195.7	ENSMUST00000178060	ENSMUST00000178060.7	0.5786	0.7735
ENSMUSG00000095195	ENSMUSG00000095195.7	ENSMUST00000178060	ENSMUST00000178060.7	0.782	0.863
ENSMUSG00000095195	ENSMUSG00000095195.7	ENSMUST00000178060	ENSMUST00000178060.7	0.6169	0.7562
ENSMUSG00000106404	ENSMUSG00000106404.1	ENSMUST00000197753	ENSMUST00000197753.1		
ENSMUSG00000115742	ENSMUSG00000115742.1	ENSMUST00000228396	ENSMUST00000228396.1		
ENSMUSG00000079531	ENSMUSG00000079531.1	ENSMUST00000114116	ENSMUST00000114116.1	0.086	0.2021
ENSMUSG00000079531	ENSMUSG00000079531.1	ENSMUST00000114116	ENSMUST00000114116.1	0.086	0.2021
ENSMUSG00000106539	ENSMUSG00000106539.1	ENSMUST00000199047	ENSMUST00000199047.1		
ENSMUSG00000082967	ENSMUSG00000082967.2	ENSMUST00000115992	ENSMUST00000115992.3		
ENSMUSG00000105974	ENSMUSG00000105974.1	ENSMUST00000199939	ENSMUST00000199939.1		
ENSMUSG00000115228	ENSMUSG00000115228.1	ENSMUST00000226894	ENSMUST00000226894.1		
ENSMUSG00000081131	ENSMUSG00000081131.1	ENSMUST00000118345	ENSMUST00000118345.1		
ENSMUSG00000047889	ENSMUSG00000047889.9	ENSMUST00000059637	ENSMUST00000059637.7		
ENSMUSG00000047889	ENSMUSG00000047889.9	ENSMUST00000221681	ENSMUST00000221681.1		
ENSMUSG00000083377	ENSMUSG00000083377.1	ENSMUST00000117778	ENSMUST00000117778.1		
ENSMUSG00000105530	ENSMUSG00000105530.1	ENSMUST00000196191	ENSMUST00000196191.1		
ENSMUSG00000036242	ENSMUSG00000036242.15	ENSMUST00000036972	ENSMUST00000036972.13	0.1126	0.192
ENSMUSG00000036242	ENSMUSG00000036242.15	ENSMUST00000118129	ENSMUST00000118129.1	0.1126	0.192
ENSMUSG00000036242	ENSMUSG00000036242.15	ENSMUST00000177321	ENSMUST00000177321.1	0.1126	0.192
ENSMUSG00000096488	ENSMUSG00000096488.1	ENSMUST00000170123	ENSMUST00000170123.1		
ENSMUSG00000096488	ENSMUSG00000096488.1	ENSMUST00000170123	ENSMUST00000170123.1		
ENSMUSG00000096488	ENSMUSG00000096488.1	ENSMUST00000170123	ENSMUST00000170123.1		
ENSMUSG00000096488	ENSMUSG00000096488.1	ENSMUST00000170123	ENSMUST00000170123.1		
ENSMUSG00000096488	ENSMUSG00000096488.1	ENSMUST00000170123	ENSMUST00000170123.1	0.4049	0.4929
ENSMUSG00000096488	ENSMUSG00000096488.1	ENSMUST00000170123	ENSMUST00000170123.1		
ENSMUSG00000096488	ENSMUSG00000096488.1	ENSMUST00000170123	ENSMUST00000170123.1		
ENSMUSG00000096488	ENSMUSG00000096488.1	ENSMUST00000170123	ENSMUST00000170123.1		
ENSMUSG00000096488	ENSMUSG00000096488.1	ENSMUST00000170123	ENSMUST00000170123.1		
ENSMUSG00000096488	ENSMUSG00000096488.1	ENSMUST00000170123	ENSMUST00000170123.1		
ENSMUSG00000096488	ENSMUSG00000096488.1	ENSMUST00000170123	ENSMUST00000170123.1		
ENSMUSG00000096488	ENSMUSG00000096488.1	ENSMUST00000170123	ENSMUST00000170123.1	0.7566	0.9132
ENSMUSG00000096488	ENSMUSG00000096488.1	ENSMUST00000170123	ENSMUST00000170123.1		
ENSMUSG00000096488	ENSMUSG00000096488.1	ENSMUST00000170123	ENSMUST00000170123.1		
ENSMUSG00000096488	ENSMUSG00000096488.1	ENSMUST00000170123	ENSMUST00000170123.1		
ENSMUSG00000096488	ENSMUSG00000096488.1	ENSMUST00000170123	ENSMUST00000170123.1	0.5252	0.9002
ENSMUSG00000096488	ENSMUSG00000096488.1	ENSMUST00000170123	ENSMUST00000170123.1		
ENSMUSG00000096488	ENSMUSG00000096488.1	ENSMUST00000170123	ENSMUST00000170123.1		
ENSMUSG00000096488	ENSMUSG00000096488.1	ENSMUST00000170123	ENSMUST00000170123.1	0.5612	0.7555
ENSMUSG00000096488	ENSMUSG00000096488.1	ENSMUST00000170123	ENSMUST00000170123.1		
ENSMUSG00000096488	ENSMUSG00000096488.1	ENSMUST00000170123	ENSMUST00000170123.1	0.7542	0.7343
ENSMUSG00000096488	ENSMUSG00000096488.1	ENSMUST00000170123	ENSMUST00000170123.1		
ENSMUSG00000105983	ENSMUSG00000105983.1	ENSMUST00000199657	ENSMUST00000199657.1		
ENSMUSG00000080758	ENSMUSG00000080758.1	ENSMUST00000122189	ENSMUST00000122189.1		
ENSMUSG00000104661	ENSMUSG00000104661.1	ENSMUST00000197734	ENSMUST00000197734.1		
ENSMUSG00000008489	ENSMUSG00000008489.18	ENSMUST00000107110	ENSMUST00000107110.7	0	0
ENSMUSG00000008489	ENSMUSG00000008489.18	ENSMUST00000008633	ENSMUST00000008633.14	0	0
ENSMUSG00000008489	ENSMUSG00000008489.18	ENSMUST00000107118	ENSMUST00000107118.7	0	0
ENSMUSG00000008489	ENSMUSG00000008489.18	ENSMUST00000107120	ENSMUST00000107120.7	0	0
ENSMUSG00000008489	ENSMUSG00000008489.18	ENSMUST00000102799	ENSMUST00000102799.9	0	0
ENSMUSG00000008489	ENSMUSG00000008489.18	ENSMUST00000128599	ENSMUST00000128599.1	0	0
ENSMUSG00000008489	ENSMUSG00000008489.18	ENSMUST00000107116	ENSMUST00000107116.8	0	0
ENSMUSG00000008489	ENSMUSG00000008489.18	ENSMUST00000107109	ENSMUST00000107109.8	0	0
ENSMUSG00000008489	ENSMUSG00000008489.18	ENSMUST00000107111	ENSMUST00000107111.8	0	0
ENSMUSG00000008489	ENSMUSG00000008489.18	ENSMUST00000176469	ENSMUST00000176469.1	0	0
ENSMUSG00000008489	ENSMUSG00000008489.18	ENSMUST00000177109	ENSMUST00000177109.1	0	0
ENSMUSG00000008489	ENSMUSG00000008489.18	ENSMUST00000147611	ENSMUST00000147611.1	0	0
ENSMUSG00000008489	ENSMUSG00000008489.18	ENSMUST00000176362	ENSMUST00000176362.1	0	0
ENSMUSG00000008489	ENSMUSG00000008489.18	ENSMUST00000144769	ENSMUST00000144769.1	0	0
ENSMUSG00000008489	ENSMUSG00000008489.18	ENSMUST00000176151	ENSMUST00000176151.1	0	0
ENSMUSG00000008489	ENSMUSG00000008489.18	ENSMUST00000107124	ENSMUST00000107124.9	0	0
ENSMUSG00000080822	ENSMUSG00000080822.1	ENSMUST00000121856	ENSMUST00000121856.1		
ENSMUSG00000106408	ENSMUSG00000106408.1	ENSMUST00000198897	ENSMUST00000198897.1		
ENSMUSG00000072739	ENSMUSG00000072739.4	ENSMUST00000096168	ENSMUST00000096168.5	0.4364	0.6257
ENSMUSG00000072739	ENSMUSG00000072739.4	ENSMUST00000096168	ENSMUST00000096168.5	0.4956	0.721
ENSMUSG00000072739	ENSMUSG00000072739.4	ENSMUST00000096168	ENSMUST00000096168.5	0.4881	0.81
ENSMUSG00000072739	ENSMUSG00000072739.4	ENSMUST00000096168	ENSMUST00000096168.5	0.4592	0.6935
ENSMUSG00000072739	ENSMUSG00000072739.4	ENSMUST00000096168	ENSMUST00000096168.5	0.429	0.5359
ENSMUSG00000072739	ENSMUSG00000072739.4	ENSMUST00000096168	ENSMUST00000096168.5	0.4521	0.6346
ENSMUSG00000072739	ENSMUSG00000072739.4	ENSMUST00000096168	ENSMUST00000096168.5	0.5405	0.9684
ENSMUSG00000072739	ENSMUSG00000072739.4	ENSMUST00000096168	ENSMUST00000096168.5	0.4289	0.5713
ENSMUSG00000072739	ENSMUSG00000072739.4	ENSMUST00000096168	ENSMUST00000096168.5	0.4956	0.721
ENSMUSG00000072739	ENSMUSG00000072739.4	ENSMUST00000096168	ENSMUST00000096168.5	0.4631	0.7005
ENSMUSG00000072739	ENSMUSG00000072739.4	ENSMUST00000096168	ENSMUST00000096168.5	0.4289	0.5713
ENSMUSG00000072739	ENSMUSG00000072739.4	ENSMUST00000096168	ENSMUST00000096168.5	0.4713	0.6894
ENSMUSG00000072739	ENSMUSG00000072739.4	ENSMUST00000096168	ENSMUST00000096168.5		
ENSMUSG00000072739	ENSMUSG00000072739.4	ENSMUST00000096168	ENSMUST00000096168.5	0.4364	0.6257
ENSMUSG00000072739	ENSMUSG00000072739.4	ENSMUST00000096168	ENSMUST00000096168.5	0.4357	0.671
ENSMUSG00000072739	ENSMUSG00000072739.4	ENSMUST00000096168	ENSMUST00000096168.5	0.4549	0.5794
ENSMUSG00000072739	ENSMUSG00000072739.4	ENSMUST00000096168	ENSMUST00000096168.5	0.4289	0.5713
ENSMUSG00000072739	ENSMUSG00000072739.4	ENSMUST00000096168	ENSMUST00000096168.5	0.6735	0.884
ENSMUSG00000072739	ENSMUSG00000072739.4	ENSMUST00000096168	ENSMUST00000096168.5	0.4887	0.4684
ENSMUSG00000072739	ENSMUSG00000072739.4	ENSMUST00000096168	ENSMUST00000096168.5	0.423	0.5663
ENSMUSG00000072739	ENSMUSG00000072739.4	ENSMUST00000096168	ENSMUST00000096168.5	0.5209	0.6004
ENSMUSG00000072739	ENSMUSG00000072739.4	ENSMUST00000096168	ENSMUST00000096168.5	0.4382	0.6404
ENSMUSG00000104562	ENSMUSG00000104562.1	ENSMUST00000198583	ENSMUST00000198583.1		
ENSMUSG00000081832	ENSMUSG00000081832.1	ENSMUST00000117714	ENSMUST00000117714.1		
ENSMUSG00000069266	ENSMUSG00000069266.5	ENSMUST00000102965	ENSMUST00000102965.3		
ENSMUSG00000105574	ENSMUSG00000105574.1	ENSMUST00000197775	ENSMUST00000197775.1		
ENSMUSG00000080193	ENSMUSG00000080193.2	ENSMUST00000116395	ENSMUST00000116395.2		
ENSMUSG00000103544	ENSMUSG00000103544.2	ENSMUST00000200465	ENSMUST00000200465.1		
ENSMUSG00000103544	ENSMUSG00000103544.2	ENSMUST00000194196	ENSMUST00000194196.1		
ENSMUSG00000080873	ENSMUSG00000080873.3	ENSMUST00000117928	ENSMUST00000117928.1		
ENSMUSG00000090578	ENSMUSG00000090578.1	ENSMUST00000168436	ENSMUST00000168436.1		
ENSMUSG00000038642	ENSMUSG00000038642.10	ENSMUST00000015667	ENSMUST00000015667.8	0.1763	0.5769
ENSMUSG00000038642	ENSMUSG00000038642.10	ENSMUST00000116304	ENSMUST00000116304.2	0.1763	0.5769
ENSMUSG00000104929	ENSMUSG00000104929.1	ENSMUST00000200233	ENSMUST00000200233.1		
ENSMUSG00000034616	ENSMUSG00000034616.17	ENSMUST00000037992	ENSMUST00000037992.15	0.0282	0.1586
ENSMUSG00000034616	ENSMUSG00000034616.17	ENSMUST00000113852	ENSMUST00000113852.5	0.0282	0.1586
ENSMUSG00000034616	ENSMUSG00000034616.17	ENSMUST00000237501	ENSMUST00000237501.1	0.0282	0.1586
ENSMUSG00000034616	ENSMUSG00000034616.17	ENSMUST00000235685	ENSMUST00000235685.1	0.0282	0.1586
ENSMUSG00000034616	ENSMUSG00000034616.17	ENSMUST00000236794	ENSMUST00000236794.1	0.0282	0.1586
ENSMUSG00000034616	ENSMUSG00000034616.17	ENSMUST00000235815	ENSMUST00000235815.1	0.0282	0.1586
ENSMUSG00000034616	ENSMUSG00000034616.17	ENSMUST00000235731	ENSMUST00000235731.1	0.0282	0.1586
ENSMUSG00000034616	ENSMUSG00000034616.17	ENSMUST00000235563	ENSMUST00000235563.1	0.0282	0.1586
ENSMUSG00000034616	ENSMUSG00000034616.17	ENSMUST00000237718	ENSMUST00000237718.1	0.0282	0.1586
ENSMUSG00000034616	ENSMUSG00000034616.17	ENSMUST00000237670	ENSMUST00000237670.1	0.0282	0.1586
ENSMUSG00000034616	ENSMUSG00000034616.17	ENSMUST00000236440	ENSMUST00000236440.1	0.0282	0.1586
ENSMUSG00000034616	ENSMUSG00000034616.17	ENSMUST00000236721	ENSMUST00000236721.1	0.0282	0.1586
ENSMUSG00000034616	ENSMUSG00000034616.17	ENSMUST00000237790	ENSMUST00000237790.1	0.0282	0.1586
ENSMUSG00000097382	ENSMUSG00000097382.1	ENSMUST00000180446	ENSMUST00000180446.1		
ENSMUSG00000117865	ENSMUSG00000117865.1	ENSMUST00000235823	ENSMUST00000235823.1		
ENSMUSG00000075029	ENSMUSG00000075029.7	ENSMUST00000139822	ENSMUST00000139822.2		
ENSMUSG00000105791	ENSMUSG00000105791.1	ENSMUST00000200104	ENSMUST00000200104.1		
ENSMUSG00000101966	ENSMUSG00000101966.2	ENSMUST00000186108	ENSMUST00000186108.2		
ENSMUSG00000096905	ENSMUSG00000096905.1	ENSMUST00000178911	ENSMUST00000178911.1		
ENSMUSG00000106414	ENSMUSG00000106414.1	ENSMUST00000196047	ENSMUST00000196047.1		
ENSMUSG00000033906	ENSMUSG00000033906.5	ENSMUST00000042070	ENSMUST00000042070.5	0.0056	0.0789
ENSMUSG00000049866	ENSMUSG00000049866.12	ENSMUST00000051236	ENSMUST00000051236.10		
ENSMUSG00000049866	ENSMUSG00000049866.12	ENSMUST00000159814	ENSMUST00000159814.1		
ENSMUSG00000049866	ENSMUSG00000049866.12	ENSMUST00000187810	ENSMUST00000187810.1		
ENSMUSG00000106248	ENSMUSG00000106248.1	ENSMUST00000200197	ENSMUST00000200197.1		
ENSMUSG00000105828	ENSMUSG00000105828.1	ENSMUST00000196101	ENSMUST00000196101.1		
ENSMUSG00000044597	ENSMUSG00000044597.4	ENSMUST00000058404	ENSMUST00000058404.4	0.0976	0.1824
ENSMUSG00000105332	ENSMUSG00000105332.1	ENSMUST00000197252	ENSMUST00000197252.1		
ENSMUSG00000095135	ENSMUSG00000095135.7	ENSMUST00000185713	ENSMUST00000185713.6		
ENSMUSG00000095135	ENSMUSG00000095135.7	ENSMUST00000177834	ENSMUST00000177834.1		
ENSMUSG00000104951	ENSMUSG00000104951.1	ENSMUST00000200411	ENSMUST00000200411.1		
ENSMUSG00000105653	ENSMUSG00000105653.1	ENSMUST00000200461	ENSMUST00000200461.1		
ENSMUSG00000059981	ENSMUSG00000059981.12	ENSMUST00000214525	ENSMUST00000214525.1	0.0087	0.1145
ENSMUSG00000059981	ENSMUSG00000059981.12	ENSMUST00000071268	ENSMUST00000071268.10	0.0087	0.1145
ENSMUSG00000059981	ENSMUSG00000059981.12	ENSMUST00000130371	ENSMUST00000130371.1	0.0087	0.1145
ENSMUSG00000059981	ENSMUSG00000059981.12	ENSMUST00000117394	ENSMUST00000117394.1	0.0087	0.1145
ENSMUSG00000059981	ENSMUSG00000059981.12	ENSMUST00000156273	ENSMUST00000156273.1	0.0087	0.1145
ENSMUSG00000085877	ENSMUSG00000085877.4	ENSMUST00000126395	ENSMUST00000126395.1		
ENSMUSG00000106469	ENSMUSG00000106469.1	ENSMUST00000198148	ENSMUST00000198148.1		
ENSMUSG00000083470	ENSMUSG00000083470.1	ENSMUST00000120785	ENSMUST00000120785.1		
ENSMUSG00000105464	ENSMUSG00000105464.1	ENSMUST00000197158	ENSMUST00000197158.1		
ENSMUSG00000104655	ENSMUSG00000104655.1	ENSMUST00000197924	ENSMUST00000197924.1		
ENSMUSG00000108644	ENSMUSG00000108644.1	ENSMUST00000206503	ENSMUST00000206503.1		
ENSMUSG00000093748	ENSMUSG00000093748.1	ENSMUST00000176280	ENSMUST00000176280.1		
ENSMUSG00000083324	ENSMUSG00000083324.1	ENSMUST00000119232	ENSMUST00000119232.1		
ENSMUSG00000082326	ENSMUSG00000082326.1	ENSMUST00000121970	ENSMUST00000121970.1		
ENSMUSG00000029449	ENSMUSG00000029449.11	ENSMUST00000160479	ENSMUST00000160479.7	0.0084	0.2158
ENSMUSG00000029449	ENSMUSG00000029449.11	ENSMUST00000162208	ENSMUST00000162208.1	0.0084	0.2158
ENSMUSG00000029449	ENSMUSG00000029449.11	ENSMUST00000031401	ENSMUST00000031401.5	0.0084	0.2158
ENSMUSG00000029449	ENSMUSG00000029449.11	ENSMUST00000186469	ENSMUST00000186469.6	0.0084	0.2158
ENSMUSG00000060093	ENSMUSG00000060093.6	ENSMUST00000102964	ENSMUST00000102964.3		
ENSMUSG00000081940	ENSMUSG00000081940.1	ENSMUST00000119644	ENSMUST00000119644.1		
ENSMUSG00000083162	ENSMUSG00000083162.1	ENSMUST00000121452	ENSMUST00000121452.1		
ENSMUSG00000081279	ENSMUSG00000081279.1	ENSMUST00000118464	ENSMUST00000118464.1		
ENSMUSG00000101736	ENSMUSG00000101736.1	ENSMUST00000188361	ENSMUST00000188361.1		
ENSMUSG00000029088	ENSMUSG00000029088.16	ENSMUST00000166924	ENSMUST00000166924.7	0	0
ENSMUSG00000029088	ENSMUSG00000029088.16	ENSMUST00000172363	ENSMUST00000172363.8	0	0
ENSMUSG00000029088	ENSMUSG00000029088.16	ENSMUST00000176978	ENSMUST00000176978.7	0	0
ENSMUSG00000029088	ENSMUSG00000029088.16	ENSMUST00000087395	ENSMUST00000087395.10	0	0
ENSMUSG00000029088	ENSMUSG00000029088.16	ENSMUST00000101215	ENSMUST00000101215.9	0	0
ENSMUSG00000029088	ENSMUSG00000029088.16	ENSMUST00000176191	ENSMUST00000176191.7	0	0
ENSMUSG00000029088	ENSMUSG00000029088.16	ENSMUST00000175660	ENSMUST00000175660.4	0	0
ENSMUSG00000029088	ENSMUSG00000029088.16	ENSMUST00000101214	ENSMUST00000101214.3	0	0
ENSMUSG00000117973	ENSMUSG00000117973.1	ENSMUST00000237105	ENSMUST00000237105.1		
ENSMUSG00000117973	ENSMUSG00000117973.1	ENSMUST00000238087	ENSMUST00000238087.1		
ENSMUSG00000082270	ENSMUSG00000082270.1	ENSMUST00000119490	ENSMUST00000119490.1		
ENSMUSG00000069265	ENSMUSG00000069265.2	ENSMUST00000091701	ENSMUST00000091701.2		
ENSMUSG00000083742	ENSMUSG00000083742.2	ENSMUST00000122439	ENSMUST00000122439.2		
ENSMUSG00000118212	ENSMUSG00000118212.1	ENSMUST00000235233	ENSMUST00000235233.1		
ENSMUSG00000103416	ENSMUSG00000103416.1	ENSMUST00000191986	ENSMUST00000191986.1		
ENSMUSG00000081357	ENSMUSG00000081357.1	ENSMUST00000122102	ENSMUST00000122102.1		
ENSMUSG00000103786	ENSMUSG00000103786.1	ENSMUST00000193499	ENSMUST00000193499.1		
ENSMUSG00000045930	ENSMUSG00000045930.3	ENSMUST00000062254	ENSMUST00000062254.3	0.0802	0.2529
ENSMUSG00000083981	ENSMUSG00000083981.4	ENSMUST00000118897	ENSMUST00000118897.1		
ENSMUSG00000026645	ENSMUSG00000026645.11	ENSMUST00000027955	ENSMUST00000027955.10	0.0998	0.2286
ENSMUSG00000026645	ENSMUSG00000026645.11	ENSMUST00000194918	ENSMUST00000194918.5	0.0998	0.2286
ENSMUSG00000026645	ENSMUSG00000026645.11	ENSMUST00000115087	ENSMUST00000115087.3	0.0998	0.2286
ENSMUSG00000056290	ENSMUSG00000056290.16	ENSMUST00000136366	ENSMUST00000136366.7	0.2745	0.2624
ENSMUSG00000056290	ENSMUSG00000056290.16	ENSMUST00000145160	ENSMUST00000145160.7	0.2745	0.2624
ENSMUSG00000056290	ENSMUSG00000056290.16	ENSMUST00000142135	ENSMUST00000142135.1	0.2745	0.2624
ENSMUSG00000056290	ENSMUSG00000056290.16	ENSMUST00000035258	ENSMUST00000035258.9	0.2745	0.2624
ENSMUSG00000056290	ENSMUSG00000056290.16	ENSMUST00000152242	ENSMUST00000152242.7	0.2745	0.2624
ENSMUSG00000056290	ENSMUSG00000056290.16	ENSMUST00000144135	ENSMUST00000144135.8	0.2745	0.2624
ENSMUSG00000056290	ENSMUSG00000056290.16	ENSMUST00000123758	ENSMUST00000123758.1	0.2745	0.2624
ENSMUSG00000104883	ENSMUSG00000104883.1	ENSMUST00000199111	ENSMUST00000199111.1		
ENSMUSG00000097709	ENSMUSG00000097709.8	ENSMUST00000186183	ENSMUST00000186183.1		
ENSMUSG00000097709	ENSMUSG00000097709.8	ENSMUST00000187921	ENSMUST00000187921.6		
ENSMUSG00000097709	ENSMUSG00000097709.8	ENSMUST00000181708	ENSMUST00000181708.1		
ENSMUSG00000097709	ENSMUSG00000097709.8	ENSMUST00000189464	ENSMUST00000189464.6		
ENSMUSG00000097709	ENSMUSG00000097709.8	ENSMUST00000191585	ENSMUST00000191585.6		
ENSMUSG00000097709	ENSMUSG00000097709.8	ENSMUST00000180836	ENSMUST00000180836.7		
ENSMUSG00000097709	ENSMUSG00000097709.8	ENSMUST00000186642	ENSMUST00000186642.6		
ENSMUSG00000097709	ENSMUSG00000097709.8	ENSMUST00000221008	ENSMUST00000221008.1		
ENSMUSG00000097709	ENSMUSG00000097709.8	ENSMUST00000185835	ENSMUST00000185835.6		
